./cpp_clockinfo_main-RPi4B-4096MiB-threads_4-LP64-FreeBSD_13_r365932M_64bit-g++_10_O3lto-libc++ . . .
cpp_clockinfo_main version: acpphint_0.1.23


is_steady:                           true
period 'resolution' :              1 ns
duration max        :   9.223372e+18 ns
now (from epoch)    :  9.8900917e+12 ns


main thread by itself:

Clock tick is not slow relative to execution:
no zero durations observed.

Of 2'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          1'900 ns
(with min duration still included)

target with min duration subtracted  :          1'845 ns

Other information for reference:

small scale duration variability     :             19 ns

largest observed duration            :         13'574 ns
(with min duration still included)


      list  #Examples       duration   fraction
  position  of durat.           (ns)    with <=

         0    145'253             55 0.07262650
         1    181'149             56 0.16320100
         2  1'547'325             74 0.93686350
         3    121'731             75 0.99772900
         4        183             92 0.99782050
         5        231             93 0.99793600
         6         46            111 0.99795900
         7          6            112 0.99796200
         8          1            222 0.99796250
         9          1          1'241 0.99796300
        10          1          1'278 0.99796350
        11          3          1'296 0.99796500
        12          1          1'297 0.99796550
        13          2          1'314 0.99796650
        14         14          1'315 0.99797350
        15         25          1'333 0.99798600
        16          7          1'334 0.99798950
        17          5          1'351 0.99799200
        18         22          1'352 0.99800300
        19          3          1'370 0.99800450
        20          2          1'371 0.99800550
        21          2          1'389 0.99800650
        22          3          1'407 0.99800800
        23          2          1'408 0.99800900
        24          1          1'425 0.99800950
        25          7          1'426 0.99801300
        26          3          1'444 0.99801450
        27          3          1'445 0.99801600
        28          4          1'463 0.99801800
        29          2          1'481 0.99801900
        30          1          1'482 0.99801950
        31          1          1'499 0.99802000
        32          3          1'500 0.99802150
        33          1          1'518 0.99802200
        34          2          1'519 0.99802300
        35          2          1'537 0.99802400
        36          1          1'538 0.99802450
        37          1          1'555 0.99802500
        38          1          1'556 0.99802550
        39          1          1'592 0.99802600
        40          2          1'611 0.99802700
        41          1          1'612 0.99802750
        42          1          1'630 0.99802800
        43          1          1'648 0.99802850
        44          1          1'667 0.99802900
        45          2          1'685 0.99803000
        46          2          1'686 0.99803100
        47          2          1'704 0.99803200
        48          2          1'722 0.99803300
        49          1          1'759 0.99803350
        50          1          1'778 0.99803400
        51          1          1'796 0.99803450
        52          2          1'889 0.99803550
        53          2          1'926 0.99803650
        54          1          1'945 0.99803700
        55          1          2'018 0.99803750
        56          1          2'055 0.99803800
        57          1          2'074 0.99803850
        58          2          2'093 0.99803950
        59          1          2'203 0.99804000
        60          1          2'259 0.99804050
        61          1          2'388 0.99804100
        62          1          2'426 0.99804150
        63          1          2'519 0.99804200
        64          1          2'629 0.99804250
        65          1          2'722 0.99804300
        66          2          2'796 0.99804400
        67          1          2'833 0.99804450
        68          1          2'852 0.99804500
        69          2          2'870 0.99804600
        70          1          2'871 0.99804650
        71          1          2'888 0.99804700
        72          1          2'907 0.99804750
        73          1          2'944 0.99804800
        74          3          2'963 0.99804950
        75          1          2'982 0.99805000
        76          3          3'000 0.99805150
        77          2          3'018 0.99805250
        78          1          3'019 0.99805300
        79          7          3'037 0.99805650
        80          4          3'055 0.99805850
        81          5          3'056 0.99806100
        82          4          3'074 0.99806300
        83          5          3'092 0.99806550
        84          6          3'093 0.99806850
        85          5          3'111 0.99807100
        86          1          3'112 0.99807150
        87          8          3'129 0.99807550
        88         11          3'130 0.99808100
        89         12          3'148 0.99808700
        90          3          3'149 0.99808850
        91          5          3'166 0.99809100
        92          7          3'167 0.99809450
        93         14          3'185 0.99810150
        94          3          3'203 0.99810300
        95         10          3'204 0.99810800
        96         20          3'222 0.99811800
        97          4          3'223 0.99812000
        98          5          3'240 0.99812250
        99         14          3'241 0.99812950
       100         17          3'259 0.99813800
       101          6          3'260 0.99814100
       102          9          3'277 0.99814550
       103         25          3'278 0.99815800
       104         23          3'296 0.99816950
       105          8          3'297 0.99817350
       106         12          3'314 0.99817950
       107         32          3'315 0.99819550
       108         30          3'333 0.99821050
       109         15          3'334 0.99821800
       110          6          3'351 0.99822100
       111         36          3'352 0.99823900
       112         27          3'370 0.99825250
       113         12          3'371 0.99825850
       114          8          3'388 0.99826250
       115         57          3'389 0.99829100
       116         39          3'407 0.99831050
       117         19          3'408 0.99832000
       118          6          3'425 0.99832300
       119         61          3'426 0.99835350
       120         46          3'444 0.99837650
       121         20          3'445 0.99838650
       122          5          3'462 0.99838900
       123         55          3'463 0.99841650
       124          2          3'464 0.99841750
       125         53          3'481 0.99844400
       126         28          3'482 0.99845800
       127          9          3'499 0.99846250
       128         70          3'500 0.99849750
       129          3          3'501 0.99849900
       130         35          3'518 0.99851650
       131         39          3'519 0.99853600
