./cpp_clockinfo_main-RPi4B-8192MiB-threads_4-LP64-FreeBSD_13_r365932M_64bit-g++_10_O3lto-libc++-cpulockdown . . .
cpp_clockinfo_main version: acpphint_0.1.23


is_steady:                           true
period 'resolution' :              1 ns
duration max        :   9.223372e+18 ns
now (from epoch)    :  8.6945687e+12 ns


main thread by itself:

Clock tick is not slow relative to execution:
no zero durations observed.

Of 2'000'000 near 'back to back now()' durations:

minimum duration                     :             74 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          1'900 ns
(with min duration still included)

target with min duration subtracted  :          1'826 ns

Other information for reference:

small scale duration variability     :             19 ns

largest observed duration            :         55'314 ns
(with min duration still included)


      list  #Examples       duration   fraction
  position  of durat.           (ns)    with <=

         0    806'591             74 0.40329550
         1     63'556             75 0.43507350
         2    459'988             92 0.66506750
         3    665'720             93 0.99792750
         4         42            111 0.99794850
         5          7            112 0.99795200
         6          2          1'260 0.99795300
         7          1          1'277 0.99795350
         8          1          1'278 0.99795400
         9          9          1'296 0.99795850
        10          4          1'297 0.99796050
        11          8          1'314 0.99796450
        12         17          1'315 0.99797300
        13         16          1'333 0.99798100
        14         10          1'334 0.99798600
        15          1          1'351 0.99798650
        16         22          1'352 0.99799750
        17         14          1'370 0.99800450
        18          8          1'371 0.99800850
        19          1          1'388 0.99800900
        20          7          1'389 0.99801250
        21          5          1'407 0.99801500
        22          1          1'425 0.99801550
        23          9          1'426 0.99802000
        24          1          1'444 0.99802050
        25          1          1'445 0.99802100
        26          6          1'463 0.99802400
        27          1          1'482 0.99802450
        28          1          1'500 0.99802500
        29          2          1'518 0.99802600
        30          2          1'519 0.99802700
        31          5          1'537 0.99802950
        32          1          1'574 0.99803000
        33          2          1'593 0.99803100
        34          2          1'611 0.99803200
        35          2          1'666 0.99803300
        36          1          1'667 0.99803350
        37          1          1'685 0.99803400
        38          1          1'686 0.99803450
        39          1          1'741 0.99803500
        40          1          1'759 0.99803550
        41          1          1'777 0.99803600
        42          2          1'778 0.99803700
        43          1          1'796 0.99803750
        44          1          1'797 0.99803800
        45          2          1'834 0.99803900
        46          2          1'889 0.99804000
        47          1          2'000 0.99804050
        48          2          2'056 0.99804150
        49          1          2'130 0.99804200
        50          1          2'203 0.99804250
        51          1          2'574 0.99804300
        52          1          2'592 0.99804350
        53          1          2'759 0.99804400
        54          1          2'815 0.99804450
        55          2          2'907 0.99804550
        56          2          2'963 0.99804650
        57          3          3'000 0.99804800
        58          2          3'019 0.99804900
        59          1          3'037 0.99804950
        60          3          3'056 0.99805100
        61          1          3'074 0.99805150
        62          3          3'092 0.99805300
        63          1          3'093 0.99805350
        64          4          3'111 0.99805550
        65          2          3'129 0.99805650
        66          3          3'130 0.99805800
        67          4          3'148 0.99806000
        68          5          3'166 0.99806250
        69          1          3'167 0.99806300
        70          8          3'185 0.99806700
        71          3          3'203 0.99806850
