./cpp_clockinfo_main-RPi4B-3072MiB-threads_4-LP64-FreeBSD_13_r365932M_64bit-g++_10_O3lto-libc++ . . .
cpp_clockinfo_main version: acpphint_0.1.23


is_steady:                           true
period 'resolution' :              1 ns
duration max        :   9.223372e+18 ns
now (from epoch)    :  2.3347857e+11 ns


main thread by itself:

Clock tick is not slow relative to execution:
no zero durations observed.

Of 2'000'000 near 'back to back now()' durations:

minimum duration                     :             55 ns
(to be subtracted out from activity durations)

target approx. min actvity duration  :          2'000 ns
(with min duration still included)

target with min duration subtracted  :          1'945 ns

Other information for reference:

small scale duration variability     :             20 ns

largest observed duration            :         76'888 ns
(with min duration still included)


      list  #Examples       duration   fraction
  position  of durat.           (ns)    with <=

         0      9'068             55 0.00453400
         1     11'496             56 0.01028200
         2  1'767'214             74 0.89388900
         3    139'133             75 0.96345550
         4     28'184             92 0.97754750
         5     40'809             93 0.99795200
         6         20            111 0.99796200
         7          2            112 0.99796300
         8          1            240 0.99796350
         9          1            260 0.99796400
        10          1          1'129 0.99796450
        11          1          1'185 0.99796500
        12          1          1'204 0.99796550
        13          1          1'223 0.99796600
        14          1          1'241 0.99796650
        15          1          1'259 0.99796700
        16          1          1'260 0.99796750
        17          2          1'278 0.99796850
        18          2          1'296 0.99796950
        19          2          1'315 0.99797050
        20          3          1'333 0.99797200
        21          1          1'334 0.99797250
        22          3          1'351 0.99797400
        23         18          1'352 0.99798300
        24         14          1'370 0.99799000
        25          5          1'371 0.99799250
        26          2          1'388 0.99799350
        27         19          1'389 0.99800300
        28          1          1'390 0.99800350
        29          8          1'407 0.99800750
        30          9          1'408 0.99801200
        31         10          1'426 0.99801700
        32          3          1'444 0.99801850
        33          2          1'445 0.99801950
        34          1          1'462 0.99802000
        35          4          1'463 0.99802200
        36          5          1'481 0.99802450
        37          3          1'482 0.99802600
        38          2          1'500 0.99802700
        39          1          1'518 0.99802750
        40          1          1'519 0.99802800
        41          1          1'536 0.99802850
        42          2          1'538 0.99802950
        43          3          1'555 0.99803100
        44          1          1'593 0.99803150
        45          1          1'611 0.99803200
        46          1          1'648 0.99803250
        47          1          1'685 0.99803300
        48          1          1'741 0.99803350
        49          2          1'778 0.99803450
        50          1          1'796 0.99803500
        51          1          1'833 0.99803550
        52          1          1'852 0.99803600
        53          1          1'889 0.99803650
        54          1          1'908 0.99803700
        55          1          1'944 0.99803750
        56          1          1'962 0.99803800
        57          1          1'981 0.99803850
        58          1          1'982 0.99803900
        59          1          2'167 0.99803950
        60          1          2'222 0.99804000
        61          1          2'240 0.99804050
        62          1          2'259 0.99804100
        63          2          2'278 0.99804200
        64          1          2'315 0.99804250
        65          1          2'685 0.99804300
        66          1          2'796 0.99804350
        67          1          3'019 0.99804400
        68          1          3'537 0.99804450
        69          1          3'575 0.99804500
        70          1          3'630 0.99804550
        71          1          3'685 0.99804600
        72          1          3'722 0.99804650
        73          1          3'759 0.99804700
        74          2          3'777 0.99804800
        75          2          3'797 0.99804900
        76          1          3'815 0.99804950
        77          2          3'852 0.99805050
        78          1          3'870 0.99805100
        79          2          3'907 0.99805200
        80          1          3'926 0.99805250
        81          1          3'944 0.99805300
        82          1          3'945 0.99805350
        83          2          3'981 0.99805450
        84          1          4'019 0.99805500
        85          2          4'055 0.99805600
        86          1          4'056 0.99805650
        87          1          4'073 0.99805700
        88          1          4'074 0.99805750
        89          2          4'092 0.99805850
        90          1          4'093 0.99805900
        91          1          4'111 0.99805950
        92          1          4'129 0.99806000
        93          2          4'130 0.99806100
        94          2          4'148 0.99806200
        95          2          4'166 0.99806300
        96          4          4'167 0.99806500
        97          4          4'185 0.99806700
        98          1          4'186 0.99806750
        99          3          4'204 0.99806900
       100          2          4'222 0.99807000
       101          2          4'240 0.99807100
       102          1          4'241 0.99807150
       103          4          4'259 0.99807350
       104          1          4'277 0.99807400
       105          4          4'278 0.99807600
       106          5          4'296 0.99807850
       107          2          4'297 0.99807950
       108          4          4'314 0.99808150
       109          6          4'315 0.99808450
       110          2          4'333 0.99808550
       111          1          4'334 0.99808600
       112          1          4'351 0.99808650
       113          3          4'352 0.99808800
       114          3          4'370 0.99808950
       115          3          4'371 0.99809100
       116          1          4'388 0.99809150
       117          3          4'389 0.99809300
       118          1          4'407 0.99809350
       119          1          4'408 0.99809400
       120          1          4'425 0.99809450
       121          4          4'426 0.99809650
       122          3          4'444 0.99809800
       123          1          4'445 0.99809850
       124          1          4'462 0.99809900
       125          7          4'463 0.99810250
       126          5          4'481 0.99810500
       127          1          4'482 0.99810550
       128          2          4'499 0.99810650
       129          1          4'500 0.99810700
       130          2          4'518 0.99810800
       131          3          4'519 0.99810950
       132          8          4'537 0.99811350
       133          3          4'555 0.99811500
       134          4          4'556 0.99811700
       135          1          4'573 0.99811750
       136         10          4'574 0.99812250
       137          3          4'592 0.99812400
       138          6          4'593 0.99812700
       139          1          4'610 0.99812750
       140          6          4'611 0.99813050
       141          2          4'630 0.99813150
       142          8          4'648 0.99813550
       143          3          4'666 0.99813700
       144          3          4'667 0.99813850
       145          4          4'685 0.99814050
       146          1          4'686 0.99814100
       147          1          4'703 0.99814150
       148         10          4'704 0.99814650
       149          8          4'722 0.99815050
       150          1          4'723 0.99815100
       151          3          4'740 0.99815250
       152          7          4'741 0.99815600
       153          8          4'759 0.99816000
       154          1          4'760 0.99816050
       155          3          4'778 0.99816200
       156         12          4'796 0.99816800
       157          2          4'797 0.99816900
       158          2          4'814 0.99817000
       159          4          4'815 0.99817200
       160          5          4'833 0.99817450
       161          2          4'834 0.99817550
       162          8          4'852 0.99817950
       163          4          4'870 0.99818150
       164          1          4'871 0.99818200
       165          8          4'889 0.99818600
       166          3          4'907 0.99818750
       167         10          4'908 0.99819250
       168          3          4'925 0.99819400
       169         13          4'926 0.99820050
       170          8          4'944 0.99820450
       171          4          4'945 0.99820650
       172          2          4'962 0.99820750
       173          5          4'963 0.99821000
       174          7          4'981 0.99821350
       175          3          4'982 0.99821500
       176          1          4'999 0.99821550
       177          8          5'000 0.99821950
       178          5          5'018 0.99822200
       179          2          5'019 0.99822300
       180          1          5'036 0.99822350
       181         12          5'037 0.99822950
       182          5          5'055 0.99823200
       183          5          5'056 0.99823450
       184          5          5'074 0.99823700
       185          1          5'092 0.99823750
       186          4          5'093 0.99823950
       187          5          5'111 0.99824200
       188          6          5'129 0.99824500
       189          5          5'130 0.99824750
       190          1          5'147 0.99824800
       191         12          5'148 0.99825400
       192          4          5'166 0.99825600
       193          5          5'167 0.99825850
       194          7          5'185 0.99826200
       195          2          5'186 0.99826300
       196          2          5'203 0.99826400
       197          4          5'204 0.99826600
       198          7          5'222 0.99826950
       199          1          5'223 0.99827000
       200          5          5'240 0.99827250
       201          8          5'241 0.99827650
       202          6          5'259 0.99827950
       203          3          5'260 0.99828100
       204          3          5'277 0.99828250
       205          7          5'278 0.99828600
